"offer_name","price","mileage_km","fuel_type","transmission","engine_capacity","power","country_of_origin","description","vehicle_brand","vehicle_model","color","production_year","seller_name","seller_type","seller_time_on_site","location","weight_kg","power_num","engine_capacity_num","mileage_km_num","weight_kg_num","years","price_num"
"Mercedes-Benz ACTROS 5 1851 LD","60270","370 212 km","Diesel","Automatyczna","12 809 cm3","510 KM","Polska","TRUCK CARE należy do silnej Grupy finansowej EFL, która jest częścią Credit Agricole S.A., jednej z największych instytucji finansowych w Europie oraz Credit Agricole Leasing&Factoring S.A., najważniejszego uczestnika sektora leasingu i faktoringu w Europie. To również spółka Grupy DBK, największego w Polsce dostawcy produktów i usług dla branży TSL.Więcej na www.truckcare.pl.Oferujemy do sprzedaży pojazdy, wyłącznie których jesteśmy pierwszym właścicielem. Pojazdy pochodzą z polskiej dystrybucji oraz posiadają pełną historię serwisową.Proponujemy również możliwość zakupu pojazdów z korzystnymi warunkami finansowania.Mercedes Actros 5 1851 LDCena z finansowaniem EFL: 49 000 € netto + 23% VATCena bez finansowania EFL: 50 000 € netto + 23% VATKabina: L BigSpaceRok produkcji: 2021Moc silnika KM: 510Norma emisji spalin: EURO 6Rozstaw osi 3,70 mmPrzełożenie tylnego mostu 2,278Skrzynia biegów G 281-12/14.93-1.0Zbiorniki paliwa: 660+330 litrówSiodło: SAF GF SK-S 36.20Kolor: białyW przypadku chęci oględzin, prosimy o wcześniejszy kontakt telefoniczny lub e-mail, w celu potwierdzenia lokalizacji oraz dostępności pojazdu.Tel. Wyświetl numerE-mail: uzywane@truckcare.plNiniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66,§ 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.","Mercedes-Benz","ACTROS 5 1851 LD","Biały",2021,"Truck Care Sp. z o.o.",NA,"Sprzedający na OTOMOTO od 2023","poniedziałek08:00 - 16:00wtorek08:00 - 16:00środa08:00 - 16:00czwartek08:00 - 16:00piątek08:00 - 16:00sobotaZamknięteniedzielaZamknięteZnajdź na mapieAleja Katowicka 404, Urzut, Polska - 05-830 Kostowiec, pruszkowski, Mazowieckie (Polska)",NA,510,12809,370212,NA,4,60270
"Volvo FH 4","120540","899 000 km","Diesel","Automatyczna",NA,"500 KM",NA,"VOLVO FH4 500produkcja: 08.2016common railprzebieg ok 900.000i-shiftklimatyzacja postojowawebastolodówka2 łóżkaCB-radiokabina na poduszkachzawieszenie przód resor, tył poduszkiopony przód 385/55/22,5 - 90%opony tył 315/70/22,5 - 30%2 zbiorniki paliwazadbane autko sprowadzone z Niemiec w 2021r (latem)waga ok 7300 kgsprzęgło wymienione na SACHS przy przebiegu ok. 700 000 kmwszystko sprawne, adblue działa 100%100% bezwypadkowy, bezkolizyjnyCena netto 98.000,00 zł do uzgodnieniaWyświetl numer","Volvo","FH 4","Czerwony",2016,"Aleksander","Osoba prywatna","Sprzedający na OTOMOTO od 2015","Radom, Mazowieckie",NA,500,NA,899000,NA,9,120540
"Renault Magnum","57000","838 000 km","Diesel","Automatyczna",NA,"480 KM","Francja","Sprzedam Renault Magnum 480eevKlimatyzacja postojowaLodówkaOgrzewanie postojoweRadio fabryczneCB Radio Presydent315/70/22.5 80-90% Na aluminiowych felgachCentralny zamek z pilotaNowe akumulatory!!!Nowy alternator BOSCH + paski i rolki maj 2024r Nowy rozrusznik grudzień 2024rSprzęgło było wymieniane na 783000km. 21.05.2022r(Olej w skrzynie i moście)Ostatnia duża inwestycja była w styczniu tego roku na 22000zl(Byli wymienione drążki , tulejki zwrotnicy,tarczy z klockami, wszystkie tulejki pod kabiną, Jest faktura na wzór i t.d)Auto jest zadbane, I nie powinna przynosić żadnych kłopotów przyszłości.Cena na eksport 13000EuroZapraszam t.Wyświetl numer","Renault","Magnum","Biały",2012,"Marek","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Warka, grójecki, Mazowieckie",NA,480,NA,838000,NA,13,57000
"Mercedes-Benz ACTROS 5 1851 LS","63837","347 630 km","Diesel","Automatyczna","12 809 cm3","510 KM","Polska","TRUCK CARE należy do silnej Grupy finansowej EFL, która jest częścią Credit Agricole S.A., jednej z największych instytucji finansowych w Europie oraz Credit Agricole Leasing&Factoring S.A., najważniejszego uczestnika sektora leasingu i faktoringu w Europie. To również spółka Grupy DBK, największego w Polsce dostawcy produktów i usług dla branży TSL.Więcej na www.truckcare.pl.Oferujemy do sprzedaży pojazdy, wyłącznie których jesteśmy pierwszym właścicielem. Pojazdy pochodzą z polskiej dystrybucji oraz posiadają pełną historię serwisową.Proponujemy również możliwość zakupu pojazdów z korzystnymi warunkami finansowania.Mercedes Actros 5 1851 LSCena z finansowaniem EFL: 51 900 € netto + 23% VATCena bez finansowania EFL: 52 900 € netto + 23% VATKabina: L BigSpaceRok produkcji: 2021Moc silnika KM: 510Norma emisji spalin: EURO 6Rozstaw osi: 3,85mmPrzełożenie tylnej osi: 2,412Skrzynia biegów: G 281-12/14.93-1.0Zbiorniki paliwa: 820+430 litrówSiodło: SAF GF SK-S 36.20Kolor: białyW przypadku chęci oględzin, prosimy o wcześniejszy kontakt telefoniczny lub e-mail, w celu potwierdzenia lokalizacji oraz dostępności pojazdu.Tel. Wyświetl numerE-mail: uzywane@truckcare.plNiniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66,§ 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.","Mercedes-Benz","ACTROS 5 1851 LS","Biały",2021,"Truck Care Sp. z o.o.",NA,"Sprzedający na OTOMOTO od 2023","poniedziałek08:00 - 16:00wtorek08:00 - 16:00środa08:00 - 16:00czwartek08:00 - 16:00piątek08:00 - 16:00sobotaZamknięteniedzielaZamknięteZnajdź na mapieAleja Katowicka 404, Urzut, Polska - 05-830 Kostowiec, pruszkowski, Mazowieckie (Polska)",NA,510,12809,347630,NA,4,63837
"Volvo FH500 EUR 6/XENON/NAVI/KLIMA.POSTOJOWA/SPROWADZONY Z NIEMIEC","307377","499 000 km","Diesel","Automatyczna","12 777 cm3","500 KM",NA,"*************** WJĘCEJ ZDJĘĆ NA PORTALU OTOMOTO ***************CENA NETTO: 249.900 złVOLVO FH500 EURO6Wysoka GLOBETROTTER XLROK PRODUKCJI 2019(rejestracja: 30.08.2019)PRZEBIEG:499.000km (Udokumentowany)WERSJA STANDARDDUŻE ZBIORNIK PALIWA 650+405EURO 6AUTOMATYCZNA SKRZYNIA BIEGÓWSUPER STAN !!!ŚWIEŻO SPROWADZONY Z NIEMIEC JEDEN WŁAŚCICIEL￼WYPOSAŻENIE:Automatyczna skrzynia biegówLodówkaŚwiatła LED do jazdy dziennejŚwiatła LED tylneDoświetlanie zakrętówPodświetlane logoHalogenyOgrzewanie postojowe - WEBASTOFotel kierowcy pneumatyczny + podgrzewanyFotel pasażera pneumatyczny+podgrzewanyElektrycznie sterowane lusterka + podgrzewaneKlimatyzacjaKlimatyzacja postojowaCzujnik deszczuAktywny tempomatAsystent pasa ruchuCzujnik martwego polaCentralny zamekBlokada mostu2 łóżkaDodatkowe schowki nad łóżkiemSzyberdachWielofunkcyjna skórzana kierownicaPełne ospojlerowanie kabinySpojlery międzyosioweAluminiowe felgi ALCOA ASR/ESPABS/ASRRadio CD + BluetoothDodatkowe oświetlenie LEDOpony przód: 385/55R22.5Opony tył: 315/70R22.5PRZYGOTOWANY DO REJESTRACJI !!FAKTURA VATŚWIEŻO SPROWADZONY !!!Więcej informacji udzielę telefonicznie pod numerem telefonu: Wyświetl numerWSZYSTKICH ZAINTERESOWANYCH ZAPRASZAM DO OBEJRZENIA AUTA NA ŻYWO.POMAGAMY W FINANSOWANIU (KREDYTY, LEASINGI)","Volvo","FH500 EUR 6/XENON/NAVI/KLIMA.POSTOJOWA/SPROWADZONY Z NIEMIEC","Czarny",2019,"Car Story",NA,"Sprzedający na OTOMOTO od 2018","Zobacz więcej ofert (7) tego sprzedawcyZnajdź na mapieKępiny 4M - 26-660 Jedlińsk, radomski, Mazowieckie (Polska)",NA,500,12777,499000,NA,6,307377
"Volvo FH 13 500KM","57810","507 806 km","Diesel","Automatyczna","12 777 cm3","500 KM","Polska","TRUCK CARE należy do silnej Grupy finansowej EFL, która jest częścią Credit Agricole S.A., jednej z największych instytucji finansowych w Europie oraz Credit Agricole Leasing&Factoring S.A., najważniejszego uczestnika sektora leasingu i faktoringu w Europie. To również spółka Grupy DBK, największego w Polsce dostawcy produktów i usług dla branży TSL.Więcej na www.truckcare.pl.Oferujemy do sprzedaży pojazdy, wyłącznie których jesteśmy pierwszym właścicielem. Pojazdy pochodzą z polskiej dystrybucji oraz posiadają pełną historię serwisową.Proponujemy również możliwość zakupu pojazdów z korzystnymi warunkami finansowania.VOLVO FH 13 4x2 500KMCena z finansowanie EFL: 47 000 € netto + 23% VATCena bez finansowania EFL: 48 000 € netto + 23% VATKabina: FH GLOBETROTTER XLRok produkcji: 2020Moc silnika KM: 500Norma emisji spalin: EURO 6Rozstaw osi: 3,80mmPrzełożenie tylnego mostu: 2,47Skrzynia biegów: I-shift AT2612FZbiorniki paliwa: 900+405 litrówSiodło: Jost 160 mm JSK42Kolor: białyW przypadku chęci oględzin, prosimy o wcześniejszy kontakt telefoniczny lub e-mail, w celu potwierdzenia lokalizacji oraz dostępności pojazdu.Tel. Wyświetl numerE-mail: uzywane@truckcare.plNiniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66,§ 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.","Volvo","FH 13 500KM","Żółty",2020,"Truck Care Sp. z o.o.",NA,"Sprzedający na OTOMOTO od 2023","poniedziałek08:00 - 16:00wtorek08:00 - 16:00środa08:00 - 16:00czwartek08:00 - 16:00piątek08:00 - 16:00sobotaZamknięteniedzielaZamknięteZnajdź na mapieAleja Katowicka 404, Urzut, Polska - 05-830 Kostowiec, pruszkowski, Mazowieckie (Polska)",NA,500,12777,507806,NA,5,57810
"Mercedes-Benz Actros 2641","215000","218 267 km","Diesel",NA,NA,"408 KM",NA,"Witam,Mercedes Actros 2641 4x6Silnik 11946cm3 410KM EURO5Skrzynia biegów EPS ze sprzęgłemWywrotka 3 stronny MeillerOpony przód 80%Opony tył 40%Faktura Vat","Mercedes-Benz","Actros 2641","Czerwony",2008,"Piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2023","Stare Babice, warszawski zachodni, Mazowieckie","14080",408,NA,218267,14080,17,215000
"Volvo FH13","107000","667 000 km","Diesel","Automatyczna",NA,"460 KM","Niemcy","Sprzedam Volvo fh13 Lodówka Ogrzewanie postojoweCb radio315/70/22.5 40-50% Sprzęgło I olej wymienione na 560000 Nowy alternator Ze wszystkimi rolkami i paskami nowy rozrusznik na 650000Nowe Tarcze Klocki i czujniki Abs przódna 663000Tył Tarcze dobre nowe Klocki na Wyświetl numerTachograf jest Fabryczny nie wymieniony. Przebieg 100% oryginalny.Sprowadzony z Niemiec w Grudniu 2022 Z przebiegiem 592000Auto jest zadbane ,technicznie sprawne,bez żadnych błędów i nie powinna przynosić kłopotów w przeszłości.Cena na eksport 105000PLN","Volvo","FH13","Biały",2011,"Marek","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Warka, grójecki, Mazowieckie",NA,460,NA,667000,NA,14,107000
"Volvo fh480","43000","2 430 000 km","Diesel","Manualna","12 777 cm3","353 KM",NA,"Witam mam na sprzedaż VOLVO FH 480 manual.Bardzo zadbany środek.WYPOSAŻENIE:- Spoilery zakabinowe- Spoiler dachowy- Klimatyzacja- Lodówka- ASR, ABS, EBS- Mechaniczna blokada mechanizmu różnicowegoCENA 43000 NETTO","Volvo","fh480","Biały",2009,"Firma Transportowo-Handlowa Edward Osica","Firma","Sprzedający na OTOMOTO od 2017","Mińsk Mazowiecki, miński, Mazowieckie","20000",353,12777,2430000,20000,16,43000
"Volvo FH 460","70110","1 640 000 km","Diesel","Manualna",NA,"460 KM","Polska","Do sprzedania Volvo FH 12 460KM duże zbiorniki, lodówka, stan bdb po transporcie międzynarodowym, tel Wyświetl numer, cena 57000 netto do negocjacji.","Volvo","FH 460","Biały",2011,"Firma Transportowo-Handlowa Edward Osica","Firma","Sprzedający na OTOMOTO od 2017","Mińsk Mazowiecki, miński, Mazowieckie",NA,460,NA,1640000,NA,14,70110
"Volvo FH 480","43050","2 455 000 km","Diesel","Manualna","12 777 cm3","480 KM",NA,"Witam, sprzedaje auto w bardzo dobrym stanie technicznym. Auto sprawne, cały czas użytkowane.Wyposażenie:-Manual-Lodówka-Ogrzewanie postojowe-Klimatyzacja-Radio-Tachograf cyfrowy-CB radio-Kabina z 2 leżankami-Blokada mostuCena netto 35000","Volvo","FH 480","Biały",2007,"Firma Transportowo-Handlowa Edward Osica","Firma","Sprzedający na OTOMOTO od 2017","Mińsk Mazowiecki, miński, Mazowieckie","20000",480,12777,2455000,20000,18,43050
"Scania R420","34000","948 000 km","Diesel","Manualna",NA,"420 KM",NA,"Do sprzedania posiadam ciagnik siodłowy Scania R420. Samochod w ostatnim czasie wykorzystywany był pod naczepa wywrotką. Zamontowana jest hydraulika do wywrotu jednoobwodowa. Samochód posiada autentyczny niski przebieg 948 000 km. Wszystkie naprawy robione na bieżąco. W listopadzie br zrobione nowe kompletne sprzęgło oraz wymieniony olej w skrzyni biegów","Scania","R420","Czerwony",2008,"Michał","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Piaseczno, piaseczyński, Mazowieckie",NA,420,NA,948000,NA,17,34000
"Iveco Daily","155000","251 477 km","Diesel","Automatyczna","2 998 cm3","180 KM",NA,"Do sprzedania Iveco daily 3.0 z 2022r. Jestem pierwszym właścicielem pojazdu. Auto zakupione w polskim salonie, od początku serwisowane w ASO. Pełna historia do wglądu. Auto w super stanie, gotowe do jazdy.Pneumatyczne oba foteleWebastoZbiornik paliwa 300 litrówTelematykaNawigacja TOMTOMAsystent pasa ruchuAktywny tempomatKlimatyzacjaLodówkaNowe opony przódWymiary zabudowy: 6,1x2,45x2,45 Ładowność 3500kg.Cena netto: 155 000zł Jak nie odbieram, proszę o sms","Iveco","Daily","Biały",2022,"Rafał","Osoba prywatna","Sprzedający na OTOMOTO od 2016","Dębe Wielkie, miński, Mazowieckie","3500",180,2998,251477,3500,3,155000
"Nissan CABSTAR / ROMCAR F241","129900","245 000 km","Diesel","Manualna","2 488 cm3","136 KM",NA,"Witam,Do sprzedania Nissan Cabstar wywrotka  plus HDS z 2015r, zabudowa 2021, samochód w ciągłej eksploatacji, na bieżąco serwisowany, nie wymaga wkładu finansowego.Cena netto 133.000 tys zł plus Vat od fakturyZapraszam na oględziny","Nissan","CABSTAR / ROMCAR F241","Biały",2015,"Adam","Osoba prywatna","Sprzedający na OTOMOTO od 2019","Mińsk Mazowiecki, miński, Mazowieckie","902",136,2488,245000,902,10,129900
"DAF XF480 LOW DECK","139900","528 000 km","Diesel","Automatyczna",NA,NA,"Polska","Witam,Sprzedam Ciągnik siodłowy marki DAF XF 480, 2021 r, LOW DECK, pierwszy właściciel,KUPIONY W DAF POLSKA !! SERWIS ASO DAF DO KOŃCAPojazd 100% BEZWYPADKOWY,Opony: przód 315/60/22,5 , tyl 295/60/22,5Zbiorniki 1230 lnightlock,lodówka,aktywny tempomat,Auto w ciągłej eksploatacji po UE, nie wymaga wkładu finansowego","DAF","XF480 LOW DECK","Biały",2021,"","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Łosice, łosicki, Mazowieckie",NA,NA,NA,528000,NA,4,139900
"MAN TGS 26.440 Wywrotka 3 Stronna 6x4 Radar/ACC/SCC/Klima","276750","398 000 km","Diesel","Automatyczna","12 419 cm3","440 KM",NA,"Witam Serdecznie mam na sprzedaż wywrotkę MAN TGS 26.480 6x4Pierwszy Właściciel Niemcy CENA NA EKSPORT 225.000 złSCHWARZMULLER 3-Stronny KIPERBURTY ALUMINIOWE Burty otwierane od Góry jak i od DołuOpony przód 385/65R22.5 80%Opony tył 315/80R22,5 80%Euro 6Oryginalny lakierNie eksploatowany w krajuSpecyfikacja i wyposażenie:* rok produkcji: 2016* pojemność : 12419 ccm* moc silnika: 440 KM* przebieg 400,000 tys. km* Waga auta 11.000 kg* ładownośc 15000kg* Burta otwierana od dołu jak i od góry możliwość załadunku towaru np wózkiem widłowym, Palet lub innego towaru.* lodówka* zawieszenie resor - 5 piór* opony przód 80%* opony tył 80%* klimatyzacja* kolor beżowy* skrzynia Biegów automatyczna z funkcją Manual* INTARDER HAMULEC GÓRSKI* tempomat* BLOKADA MOSTUSPROWADZONY Z NIEMIEC NIE EKSPLOATOWANY W KRAJUTel kontaktowy .......Wyświetl numerBezwypadkowy 100%MAN regularnie serwisowany w ASO MAN TRUCK NIEMCYPomoc w uzyskaniu Leasingu lub KredytuZapraszam do obejrzenia auta i jazdę próbną","MAN","TGS 26.440 Wywrotka 3 Stronna 6x4 Radar/ACC/SCC/Klima","Inny kolor",2016,"A.S TRUCK ADRIAN FRYSZKOWSKI",NA,"Sprzedający na OTOMOTO od 2024","poniedziałek08:00 - 20:00wtorek08:00 - 20:00środa08:00 - 20:00czwartek08:00 - 20:00piątek08:00 - 20:00sobota08:00 - 20:00niedziela08:00 - 18:00Znajdź na mapieWincentowska 46 - 26-640 Skaryszew, radomski, Mazowieckie (Polska)","26000",440,12419,398000,26000,9,276750
"Scania R450/Full Led/Alu Felgi/ACC/SCC/Radar/Klim.Postojowa","293970","348 000 km","Diesel","Automatyczna","12 977 cm3","450 KM",NA,"Witam serdecznie chciałbym zaoferować Państwu Auto sprowadzone z Niemiecużytkowane przez jednego kierowcę, Bardzo zadbane technicznie i wizualnie bez wkładu finansowego Opony Michelin z 2024r ...Polecam i zapraszam do kontaktu.CENA NETTO: 239.000*SCANIA R 450 EURO6 STANDARD z programem pod hydraulikę*ROK PRODUKCJI 2020 ........ Produkcja Grudzień 2020r*Ksenony*PRZEBIEG: 348.000 km (udokumentowany)*WERSJA STANDARD*EURO 6*AUTOMATYCZNA SKRZYNIA BIEGÓW*SUPER STAN !!!*SPROWADZONA*JEDEN WŁAŚCICIEL*WYPOSAŻENIE:* Radar Aktywny Tempomat* Oświetlenie dodatkowe sygnalizacyjne*Automatyczna skrzynia biegów*Lodówka x 2 Szt*Alu Felgi x 6 Szt*Światła LED do jazdy dziennej*Światła LED z tyłu*Halogeny przeciwmgielne*Ogrzewanie postojowe - WEBASTO*Fotele pneumatyczne + podgrzewane + wentylowane*Nawigacja*Elektrycznie sterowane lusterka + podgrzewane*Retarder*Klimatyzacja automatyczna*skórzane wentylowane siedzenia*Aktywny tempomat*Asystent pasa ruchu*System wspomagający kierowcę*System ostrzegania przed kolizją*Centralny zamek*Blokada mostu*Skórzana wielofunkcyjna kierownica*Pełne ospojlerowanie kabiny*Spojlery międzyosiowe*ASR/ESP*ABS/ASR*Radio CD/MP3*Kamera Cofania*Opony przód: 385/65R22.5 ......Michelin 2024r*Opony tył: 315/70R22.5 ............ 2022rPRZYGOTOWANA DO REJESTRACJI !!!FAKTURA VATŚWIEŻO SPROWADZONA !!!Więcej informacji udzielę pod numerem telefonu: Wyświetl numer","Scania","R450/Full Led/Alu Felgi/ACC/SCC/Radar/Klim.Postojowa","Szary",2020,"A.S TRUCK ADRIAN FRYSZKOWSKI",NA,"Sprzedający na OTOMOTO od 2024","poniedziałek08:00 - 20:00wtorek08:00 - 20:00środa08:00 - 20:00czwartek08:00 - 20:00piątek08:00 - 20:00sobota08:00 - 20:00niedziela08:00 - 18:00Znajdź na mapieWincentowska 46 - 26-640 Skaryszew, radomski, Mazowieckie (Polska)","18000",450,12977,348000,18000,5,293970
"Volvo FH 4 540 6x4","149000","750 000 km","Diesel","Automatyczna",NA,"540 KM","Holandia","Witam sprzedam ciągnik siodłowy Volvo FH4 540KM napęd 6x4, sprowadzony zarejestrowany w kraju w ciągłej eksploatacji.Więcej pod numerem Wyświetl numer, polecam!","Volvo","FH 4 540 6x4","Zielony",2013,"Artur","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Parznice, radomski, Mazowieckie",NA,540,NA,750000,NA,12,149000
"Scania","89000","780 000 km","Diesel","Automatyczna",NA,NA,NA,"Scania r410 2015 780000km automat sprowadzona świeżo zarejestrowana serwisowana po wymianie turbiny kompresora powietrza czujnikiow nox opony do jazdy tel Wyświetl numer","Scania","Czerwony","2015",NA,"Rafał","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Radom, Mazowieckie",NA,NA,NA,780000,NA,NA,89000
"Iveco daily 4x4 straz ,sytsem piany one seven,cobra","190000","1 km","Diesel","Manualna",NA,NA,"Norwegia","auto posiada napęd 4x4 ,wyposażony w system piany sprężonej firmy ONE SEVEN, oraz cobra","Iveco","daily 4x4 straz ,sytsem piany one seven,cobra","Czerwony",2012,"zygmunt","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Gąbin, płocki, Mazowieckie",NA,NA,NA,1,NA,13,190000
"Iveco","105500","25 200 km","Diesel","Manualna",NA,NA,"Niemcy","Kalkulator ma jedynie charakter poglądowy i nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego. Warunkiem udzielenia kredytu konsumenckiego jest pozytywny wynik oceny zdolności kredytowej i ryzyka kredytowego konsumenta, a ostateczne warunki kredytowania zależą od wyniku tej oceny.","Iveco","Czerwony","1994",NA,"zygmunt","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Gąbin, płocki, Mazowieckie",NA,NA,NA,25200,NA,NA,105500
"Mercedes-Benz atego 1529 straz pozarna 4x4","385990","28 000 km","Diesel","Manualna",NA,"290 KM","Niemcy","auto sprowadzone 4x4 zbiornik ok.2000l system piany sprężonej cafs, maszt oswietlenowy,9 osob, dużo szuflad na sprzęt","Mercedes-Benz","atego 1529 straz pozarna 4x4","Pomarańczowy",2001,"zygmunt","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Gąbin, płocki, Mazowieckie",NA,290,NA,28000,NA,24,385990
"MAN TGM","123000","619 483 km","Diesel","Automatyczna",NA,"240 KM",NA,"Man TGM 15.240 zarejestrowany jako pojazd specjalny - pomoc drogowaDMC 15500kgKlimatyzacjaAutomatyczna skrzynia biegówŁadowność ok 6500kgZamontowany HDS FMF 1035 sterowany radiowoUdt do 30.06.2026rRęcznie wysuwane podporyUdźwig przy kabinie 2125kg na maksymalnym wysięgu i ręcznym wysuwie 12.9m -550kgWymiary zabudowy 7.40m długa x 2.48m szeroka, podłoga ze sklejkiBurta otwierana z tyłu i od strony pasażeraRozmiar opon 305/70/19.5r opony w dobrym stanieZamontowane dodatkowe kufry 5sztSamochód na bieżąco serwisowanyW ostatnim czasie wymienione: Kliczki tarcze tył, klocki przód, przegląd olejowy + filtry, akumulatory.Faktura VAT","MAN","TGM","Biały",2009,"Wojciech","Osoba prywatna","Sprzedający na OTOMOTO od 2019","Nowe Wągrodno, piaseczyński, Mazowieckie","6500",240,NA,619483,6500,16,123000
